,index,text,category,explanation
3933,3933,Sos! Any amount i can get pls.,ham,Request for help.
3934,3934,"Playin space poker, u?",ham,Casual gaming chat.
3935,3935,How come guoyang go n tell her? Then u told her?,ham,Inquiring about a situation.
3936,3936,You need to get up. Now.,ham,Urgent reminder.
3937,3937,They r giving a second chance to rahul dengra.,ham,Sharing news.
3938,3938,"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?",ham,Discussing logistics.
3939,3939,WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!,ham,Random thoughts.
3940,3940,Y ü wan to go there? C doctor?,ham,Casual inquiry.
3941,3941,Does daddy have a bb now.,ham,Personal question.
3942,3942,"Free Msg: get Gnarls Barkleys ""Crazy"" ringtone TOTALLY FREE just reply GO to this message right now!",spam,Promotional message.
3943,3943,She's borderline but yeah whatever.,ham,Casual opinion.
3944,3944,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,ham,Sharing plans.
3945,3945,"Until 545 lor... Ya, can go 4 dinner together...",ham,Making dinner plans.
3946,3946,I will be gentle princess! We will make sweet gentle love...,ham,Flirtatious message.
3947,3947,How u doin baby girl ?? hope u are okay every time I call ure phone is off! I miss u get in touch,ham,Checking on someone.
3948,3948,"Sorry, went to bed early, nightnight",ham,Casual goodnight.
3949,3949,I like to think there's always the possibility of being in a pub later.,ham,Casual future plans.
3950,3950,HMM yeah if your not too grooved out! And im looking forward to my pound special :),ham,Casual conversation.
3951,3951,I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.,ham,Request for help.
3952,3952,Hi dude hw r u da realy mising u today,ham,Friendly check-in.
3953,3953,Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit...,ham,Sharing feelings.
3954,3954,Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!,spam,Loan advertisement.
3955,3955,I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?,ham,Personal update.
3956,3956,I knew it... U slept v late yest? Wake up so late...,ham,Casual inquiry.
3957,3957,Haha... dont be angry with yourself... Take it as a practice for the real thing. =),ham,Encouragement.
3958,3958,Where is that one day training:-),ham,Inquiring about training.
3959,3959,So i could kiss and feel you next to me...,ham,Flirtatious message.
3960,3960,Have a nice day my dear.,ham,Casual friendly message.
3961,3961,I sent lanre fakeye's Eckankar details to the mail box,ham,Informative personal communication.
3962,3962,Your dad is back in ph?,ham,Casual inquiry about family.
3963,3963,"You have been specially selected to receive a ""3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo",spam,Promotional message with urgency.
3964,3964,If you ask her or she say any please message.,ham,Request for communication.
3965,3965,"If e timing can, then i go w u lor...",ham,Casual plan discussion.
3966,3966,Love you aathi..love u lot..,ham,Affectionate message.
3967,3967,I was just callin to say hi. Take care bruv!,ham,Friendly check-in.
3968,3968,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386,spam,Winning notification with call to action.
3969,3969,Did u turn on the heater? The heater was on and set to &lt;#&gt; degrees.,ham,Inquiry about household settings.
3970,3970,Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day.,ham,Grateful response with personal update.
3971,3971,"That's the trouble with classes that go well - you're due a dodgey one … Expecting mine tomo! See you for recovery, same time, same place",ham,Casual conversation about classes.
3972,3972,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&,spam,Promotional offer for mobile services.
3973,3973,WOT U UP 2 J?,ham,Casual inquiry about activities.
3974,3974,"Night night, see you tomorrow",ham,Friendly farewell message.
3975,3975,Roger that. We‘re probably going to rem in about 20,ham,Confirmation of plans.
3976,3976,do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................,ham,Rude but personal message.
3977,3977,I wish u were here. I feel so alone,ham,Expression of loneliness.
3978,3978,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,spam,Promotional message with enticing offers.
3979,3979,Reason is if the team budget is available at last they buy the unsold players for at base rate..,ham,Discussion about team budget.
3980,3980,CERI U REBEL! SWEET DREAMZ ME LITTLE BUDDY!! C YA 2MORO! WHO NEEDS BLOKES,ham,Friendly and playful message.
3981,3981,ringtoneking 84484,spam,Promotional message for ringtone service.
3982,3982,Huh i cant thk of more oredi how many pages do we have?,ham,Inquiry about pages.
3983,3983,His frens go then he in lor. Not alone wif my mum n sis lor.,ham,Casual conversation about friends.
3984,3984,Nationwide auto centre (or something like that) on Newport road. I liked them there,ham,Recommendation for a service.
3985,3985,"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly",ham,Friendly message about missed connection.
3986,3986,"Whatever, juliana. Do whatever you want.",ham,Casual response to a friend.
3987,3987,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",ham,Philosophical message about friendship.
3988,3988,Ringtone Club: Gr8 new polys direct to your mobile every week !,spam,Promotional message for ringtone service.
3989,3989,"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta.",ham,Casual update about whereabouts.
3990,3990,Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now...,ham,Casual conversation about plans.
3991,3991,(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,spam,Promotional investment message.
3992,3992,I am on the way to ur home,ham,Informal message about arrival.
3993,3993,"Dizzamn, aight I'll ask my suitemates when I get back",ham,Casual agreement to check with friends.
3994,3994,"Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word",ham,Casual chat about words.
3995,3995,I love to cuddle! I want to hold you in my strong arms right now...,ham,Romantic expression of affection.
3996,3996,R u in this continent?,ham,Casual inquiry about location.
3997,3997,We'll you pay over like  &lt;#&gt; yrs so its not too difficult,ham,Discussion about payment terms.
3998,3998,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,spam,Adult dating advertisement.
3999,3999,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs,spam,Promotional message for mobile services.
4000,4000,K...k...when will you give treat?,ham,Casual inquiry about a treat.
4001,4001,"This is the 2nd time we have tried to contact u. U have won the £400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate",spam,Prize scam message.
4002,4002,He's just gonna worry for nothing. And he won't give you money its no use.,ham,Advice about a financial situation.
4003,4003,Did you get any gift? This year i didnt get anything. So bad,ham,Casual conversation about gifts.
4004,4004,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,ham,Poetic goodnight message.
4005,4005,Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant,ham,Discussion about social habits.
4006,4006,", ow u dey.i paid 60,400thousad.i told  u would call .",ham,Casual update about payment.
4007,4007,IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx,ham,Casual chat about plans.
4008,4008,I'm reaching home in 5 min.,ham,Informal message about arrival.
4009,4009,"Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx",ham,Friendly message checking in.
4010,4010,Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel,ham,Casual discussion about travel.
4011,4011,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",spam,Promotional contest message.
4012,4012,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,spam,Prize scam message.
4013,4013,Discussed with your mother ah?,ham,Casual inquiry about family discussion.
4014,4014,Ok.,ham,Simple acknowledgment.
4015,4015,"Sorry, I can't text &amp; drive coherently, see you in twenty",ham,Informal message about meeting.
4016,4016,You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!,spam,Promotional ringtone message.
4017,4017,In which place i can get rooms cheap:-),ham,Inquiry about accommodation.
4018,4018,Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.,ham,Casual chat about a movie.
4019,4019,GRAN ONLYFOUND OUT AFEW DAYS AGO.CUSOON HONI,ham,Casual message about family.
4020,4020,"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at £350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS",spam,Promotional message for a free holiday offer.
4021,4021,University of southern california.,ham,Informative text about a university.
4022,4022,We have to pick rayan macleran there.,ham,Casual conversation about picking someone up.
4023,4023,U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...,ham,Casual chat about shopping and watching a movie.
4024,4024,Well. Balls. Time to make calls,ham,Casual statement about making calls.
4025,4025,Wat time ü wan today?,ham,Casual inquiry about meeting time.
4026,4026,&lt;#&gt;  in mca. But not conform.,ham,"Unclear message, likely informal."
4027,4027,Oh ok.. Wat's ur email?,ham,Casual request for an email address.
4028,4028,"Yes, princess. Are you going to make me moan?",ham,Flirtatious message.
4029,4029,Lol its ok I didn't remember til last nite,ham,Casual conversation about forgetting something.
4030,4030,"[…] anyway, many good evenings to u! s",ham,Casual greeting.
4031,4031,"Cool, I'll text you in a few",ham,Casual message about texting later.
4032,4032,"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds..",ham,Casual message about watching a movie.
4033,4033,I'm very happy for you babe ! Woo hoo party on dude!,ham,Supportive message celebrating someone's happiness.
4034,4034,I am taking you for italian food. How about a pretty dress with no panties? :),ham,Flirtatious invitation for dinner.
4035,4035,Wot u up 2? Thout u were gonna call me!! Txt bak luv K,ham,Casual inquiry about someone's activities.
4036,4036,YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,spam,Spam message about winning an award.
4037,4037,How are you holding up?,ham,Casual inquiry about someone's well-being.
4038,4038,Dont flatter yourself... Tell that man of mine two pints of carlin in ten minutes please....,ham,Casual message with a humorous tone.
4039,4039,Hope you are not scared!,ham,Casual message offering reassurance.
4040,4040,I cant pick the phone right now. Pls send a message,ham,Casual message about being unavailable.
4041,4041,I'm at home n ready...,ham,Casual message indicating readiness.
4042,4042,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,spam,Spam message about winning a cash prize.
4043,4043,What time do u get out?,ham,Casual inquiry about someone's schedule.
4044,4044,I am literally in bed and have been up for like  &lt;#&gt;  hours,ham,Casual message about being in bed.
4045,4045,"Yes, my reg is  Ciao!",ham,Casual response about registration.
4046,4046,If You mean the website. Yes.,ham,Casual confirmation about a website.
4047,4047,Win a £1000 cash prize or a prize worth £5000,spam,Spam message about winning a cash prize.
4048,4048,"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182",spam,Spam message about a ringtone order.
4049,4049,Lol or I could just starve and lose a pound by the end of the day.,ham,Casual humorous comment about dieting.
4050,4050,Yeah that's the impression I got,ham,"Casual conversation, no promotional content."
4051,4051,Ok ok take care. I can understand.,ham,"Friendly response, not spam."
4052,4052,"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL",ham,"Inspirational message, personal in nature."
4053,4053,"Ya ok, then had dinner?",ham,Casual inquiry about dinner.
4054,4054,I was slept that time.you there?,ham,"Informal check-in, not promotional."
4055,4055,dont make ne plans for nxt wknd coz she wants us to come down then ok,ham,Personal plans discussion.
4056,4056,When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.,ham,"Questions about school, personal context."
4057,4057,"Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)",ham,Personal trust and friendship discussion.
4058,4058,Noice. Text me when you're here,ham,Casual arrangement to meet.
4059,4059,Hi di is yijue we're meeting at 7 pm at esaplanade tonight.,ham,Informal meeting notification.
4060,4060,Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP,spam,"Promotional quiz message, typical spam."
4061,4061,"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only £1.50/week. SavaMob - offers mobile!",spam,"Promotional offer, typical spam content."
4062,4062,"Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was",ham,Casual request for address.
4063,4063,Hi dear we saw dear. We both are happy. Where you my battery is low,ham,"Friendly check-in, personal message."
4064,4064,How are you. Its been ages. How's abj,ham,"Casual greeting, personal context."
4065,4065,Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!,ham,"Academic conversation, not spam."
4066,4066,Dont kick coco when he's down,ham,"Casual advice, personal context."
4067,4067,Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit,ham,Informal communication about calling.
4068,4068,"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7",spam,"Dating service promotion, typical spam."
4069,4069,TBS/PERSOLVO. been chasing us since Sept for£38 definitely not paying now thanks to your information. Kath. Manchester.,ham,Personal complaint about a service.
4070,4070,Hope you’re not having too much fun without me!! see u tomorrow love jess x,ham,"Friendly message, personal context."
4071,4071,Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all,ham,Personal expression of feelings.
4072,4072,I've reached home n i bathe liao... U can call me now...,ham,Casual update about being home.
4073,4073,Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821,spam,"Loan advertisement, typical spam."
4074,4074,Was the actual exam harder than NBME,ham,"Academic inquiry, personal context."
4075,4075,A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol,ham,Friendly message about health.
4076,4076,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U",ham,"Inspirational message, personal in nature."
4077,4077,87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077,spam,"Promotional sports message, typical spam."
4078,4078,Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.,ham,Personal message about meeting.
4079,4079,Gam gone after outstanding innings.,ham,Casual sports update.
4080,4080,O i played smash bros  &lt;#&gt;  religiously.,ham,Casual conversation about a game.
4081,4081,"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola",ham,Personal message requesting assistance.
4082,4082,Hurry home. Soup is DONE!,ham,Informal message about food readiness.
4083,4083,No no. I will check all rooms befor activities,ham,Casual planning or organizing.
4084,4084,"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you.",ham,Affectionate personal message.
4085,4085,Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...,ham,Friendly reminder about eating.
4086,4086,"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.",spam,Promotional message for ringtones.
4087,4087,Lemme know when you're here,ham,Simple request for arrival notification.
4088,4088,PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04,spam,"Account statement notification, likely spam."
4089,4089,He needs to stop going to bed and make with the fucking dealing,ham,Casual conversation about someone's actions.
4090,4090,"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea",ham,Friendly message checking on someone.
4091,4091,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now,spam,Promotional message for mobile services.
4092,4092,"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj",ham,Request for help with shopping.
4093,4093,I remain unconvinced that this isn't an elaborate test of my willpower,ham,Personal reflection or opinion.
4094,4094,"Life is nothing wen v get everything. But ""life is everything wen v miss something "". Real value of people wil be realized only in their absence.... gud mrng",ham,Philosophical message about life.
4095,4095,how are you? I miss you!,ham,Simple expression of care.
4096,4096,I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy,ham,Casual statement about being tired.
4097,4097,"Hey , is * rite u put »10 evey mnth is that all?",ham,Inquiry about a financial arrangement.
4098,4098,i am going to bed now prin,ham,Casual message about going to bed.
4099,4099,I think just yourself …Thanks and see you tomo,ham,Simple confirmation for a meeting.
4100,4100,If u dun drive then how i go 2 sch.,ham,Casual question about transportation.
4101,4101,I not at home now lei...,ham,Informal message about current location.
4102,4102,GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@£1.50rcvd,spam,Spam message promoting a men's club.
4103,4103,Ok then i will come to ur home after half an hour,ham,Confirmation of a visit.
4104,4104,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,spam,Spam message about a secret admirer.
4105,4105,Do u hav any frnd by name ashwini in ur college?,ham,Casual inquiry about a friend.
4106,4106,Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...,ham,Casual update about lunch.
4107,4107,K then 2marrow are you coming to class.,ham,Inquiry about attendance.
4108,4108,"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",spam,Spam message promoting adult services.
4109,4109,Pls send me your address sir.,ham,Request for an address.
4110,4110,I want to lick your pussy now...,spam,"Explicit content, likely unsolicited."
4111,4111,"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack",spam,"Drug-related inquiry, inappropriate."
4112,4112,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm,spam,"Classic scam message, misleading prize."
4113,4113,"I'll see, but prolly yeah",ham,"Casual conversation, no spam indicators."
4114,4114,Thought we could go out for dinner. I'll treat you! Seem ok?,ham,"Friendly invitation, normal social interaction."
4115,4115,Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?,ham,"Personal message, emotional context."
4116,4116,Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.,ham,"Discussion about casting, not spam."
4117,4117,What you doing?how are you?,ham,"Simple check-in, friendly tone."
4118,4118,"Sure thing big man. i have hockey elections at 6, shouldn‘t go on longer than an hour though",ham,Casual conversation about plans.
4119,4119,Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...,ham,Casual discussion about watches.
4120,4120,Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:),ham,"Friendly message, personal context."
4121,4121,"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well.",ham,"Affectionate message, personal relationship."
4122,4122,Yunny... I'm goin to be late,ham,Informal message about being late.
4123,4123,Doc prescribed me morphine cause the other pain meds aren't enough. Waiting for my mom to bring it. That med should kick in fast so I'm gonna try to be on later,ham,"Personal health update, not spam."
4124,4124,"Cool, want me to go to kappa or should I meet you outside mu",ham,Casual plan discussion.
4125,4125,"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe",ham,Affectionate and playful message.
4126,4126,May b approve panalam...but it should have more posts..,ham,"Casual comment, not spam."
4127,4127,"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",spam,Promotional message for adult services.
4128,4128,"Sorry, I'll call later",ham,Simple message about calling later.
4129,4129,I dont thnk its a wrong calling between us,ham,"Casual conversation, no spam indicators."
4130,4130,Me i'm not workin. Once i get job...,ham,Personal update about employment.
4131,4131,And by when you're done I mean now,ham,"Casual conversation, no spam indicators."
4132,4132,"Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But, its a miracle to Love a person who can't Love anyone except U... Gud nyt...",ham,"Romantic message, personal context."
4133,4133,Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx,ham,"Personal message, emotional context."
4134,4134,FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,spam,"Explicit content, unsolicited sexual message."
4135,4135,Is it your yahoo boys that bring in the perf? Or legal.,ham,"Casual inquiry, not spam."
4136,4136,No need to say anything to me. I know i am an outsider,ham,"Personal reflection, no spam indicators."
4137,4137,have you ever had one foot before?,ham,"Casual question, not spam."
4138,4138,Just got to  &lt;#&gt;,ham,"Casual message, no spam indicators."
4139,4139,"Good! No, don‘t need any receipts—well done! (…) Yes, please tell . What‘s her number, i could ring her",ham,"Casual conversation, not spam."
4140,4140,"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt",ham,Positive quote about love and expression.
4141,4141,Leave it wif me lar... Ü wan to carry meh so heavy... Is da num 98321561 familiar to ü?,ham,Casual conversation with a friend.
4142,4142,Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-),ham,Reflective statement on emotions and relationships.
4143,4143,Infact happy new year. How are you where are you when are we seeing,ham,Friendly greeting and inquiry about meeting.
4144,4144,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",ham,Trivia question related to a movie.
4145,4145,That's a shame! Maybe cld meet for few hrs tomo?,ham,Suggesting a meeting with a friend.
4146,4146,Lol I would but despite these cramps I like being a girl.,ham,Casual personal comment.
4147,4147,I can’t wait for cornwall. Hope tonight isn’t too bad as well but it’s rock night shite. Anyway i’m going for a kip now have a good night. Speak to you soon.,ham,Personal message about plans and well-wishes.
4148,4148,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks,ham,Request for assistance with a personal matter.
4149,4149,Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's,spam,Promotional message for a mobile offer.
4150,4150,"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ...",ham,Personal message expressing need and inquiry.
4151,4151,I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?,ham,Scheduling a meeting with a friend.
4152,4152,Ü comin to fetch us oredi...,ham,Casual inquiry about plans.
4153,4153,What's nannys address?,ham,Request for information.
4154,4154,"URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",spam,Urgent promotional message for a holiday offer.
4155,4155,Haf u eaten? Wat time u wan me 2 come?,ham,Casual inquiry about meal and visit.
4156,4156,Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,spam,Promotional message for a phone offer.
4157,4157,"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order",ham,Request for a call regarding a friend's inquiry.
4158,4158,This single single answers are we fighting? Plus i said am broke and you didnt reply,ham,Personal message discussing a conflict.
4159,4159,It certainly puts things into perspective when something like this happens,ham,Reflective statement on a situation.
4160,4160,Now got tv 2 watch meh? U no work today?,ham,Casual conversation about plans.
4161,4161,i felt so...not any conveying reason.. Ese he... What about me?,ham,Personal expression of feelings.
4162,4162,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,spam,Promotional message for a mobile upgrade.
4163,4163,How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.,ham,Friendly inquiry about plans.
4164,4164,I told that am coming on wednesday.,ham,Informing about a planned visit.
4165,4165,"Its ok, called mom instead have fun",ham,Casual message about changing plans.
4166,4166,"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.",spam,Promotional message for a voucher offer.
4167,4167,Well if I'm that desperate I'll just call armand again,ham,Casual comment about making a call.
4168,4168,Are you at work right now ?,ham,Casual inquiry about someone's status.
4169,4169,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,spam,Promotional message for a phone prize.
4170,4170,Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic,ham,Casual conversation about a friend.
4171,4171,"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!",ham,Personal message expressing love and anticipation.
4172,4172,Pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. Pls holla back,ham,Request for information about school fees.
4173,4173,"Sorry, I'll call later",ham,Simple message indicating a delay in communication.
4174,4174,Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.,ham,Discussion about dental health.
4175,4175,And pls pls drink plenty plenty water,ham,Advice on hydration.
4176,4176,How are you doing. How's the queen. Are you going for the royal wedding,ham,Friendly inquiry about well-being and events.
4177,4177,He's in lag. That's just the sad part but we keep in touch thanks to skype,ham,Update on a friend's situation.
4178,4178,Ok lor then we go tog lor...,ham,Casual agreement to meet.
4179,4179,Two teams waiting for some players,ham,Informal update about a game.
4180,4180,Can ü send me a copy of da report?,ham,Request for a document.
4181,4181,"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care.",ham,Casual message expressing care.
4182,4182,"Ok da, i already planned. I wil pick you.",ham,Confirmation of plans.
4183,4183,"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or £10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+",spam,Spam message promoting a holiday or cash prize.
4184,4184,"Sorry, I'll call later in meeting",ham,Message indicating a delay due to a meeting.
4185,4185,I just really need shit before tomorrow and I know you won't be awake before like 6,ham,Urgent request for help.
4186,4186,I'm good. Have you registered to vote?,ham,Casual check-in and civic inquiry.
4187,4187,"Hmm ok, i'll stay for like an hour cos my eye is really sore!",ham,Update about staying duration due to discomfort.
4188,4188,Dear got bus directly to calicut,ham,Informative message about travel.
4189,4189,Mm umma ask vava also to come tell him can play later together,ham,Casual message about playing together.
4190,4190,"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want",ham,Discussion about pricing.
