text,category,explanation,rating,rating_reason,suggested_instruction
May b approve panalam...but it should have more posts..,ham,"Casual comment, not spam.",4,Correct category based on clear explanation.,Identify casual comments as ham.
"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",spam,Promotional message for adult services.,4,Correct category based on clear explanation.,Classify promotional messages as spam.
"Sorry, I'll call later",ham,Simple message about calling later.,4,Correct category based on clear explanation.,Recognize simple messages as ham.
I dont thnk its a wrong calling between us,ham,"Casual conversation, no spam indicators.",4,Correct category based on clear explanation.,Identify casual conversations as ham.
Me i'm not workin. Once i get job...,ham,Personal update about employment.,4,Correct category based on clear explanation.,Classify employment updates as ham.
And by when you're done I mean now,ham,"Casual conversation, no spam indicators.",4,Correct category based on clear explanation.,Recognize casual conversations as ham.
"Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But, its a miracle to Love a person who can't Love anyone except U... Gud nyt...",ham,"Romantic message, personal context.",4,Correct category based on clear explanation.,Identify romantic messages as ham.
Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx,ham,"Personal message, emotional context.",4,Correct category based on clear explanation.,Classify emotional messages as ham.
FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,spam,"Explicit content, unsolicited sexual message.",4,Correct category based on clear explanation.,Classify unsolicited sexual messages as spam.
Is it your yahoo boys that bring in the perf? Or legal.,ham,"Casual inquiry, not spam.",4,Correct category based on clear explanation.,Identify casual inquiries as ham.
No need to say anything to me. I know i am an outsider,ham,"Personal reflection, no spam indicators.",4,Correct category based on clear explanation.,Recognize personal reflections as ham.
have you ever had one foot before?,ham,"Casual question, not spam.",4,Correct category based on clear explanation.,Identify casual questions as ham.
Just got to  &lt;#&gt;,ham,"Casual message, no spam indicators.",4,Correct category based on clear explanation.,Recognize casual messages as ham.
"Good! No, don‘t need any receipts—well done! (…) Yes, please tell . What‘s her number, i could ring her",ham,"Casual conversation, not spam.",4,Correct category based on clear explanation.,Identify casual conversations as ham.
"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt",ham,Positive quote about love and expression.,4,Correct category based on clear explanation.,Ensure clarity in emotional expressions.
Leave it wif me lar... Ü wan to carry meh so heavy... Is da num 98321561 familiar to ü?,ham,Casual conversation with a friend.,4,Correct category based on clear explanation.,Encourage informal language understanding.
Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-),ham,Reflective statement on emotions and relationships.,4,Correct category based on clear explanation.,Focus on emotional depth in messages.
Infact happy new year. How are you where are you when are we seeing,ham,Friendly greeting and inquiry about meeting.,4,Correct category based on clear explanation.,Highlight friendly interactions.
"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",ham,Trivia question related to a movie.,4,Correct category based on clear explanation.,Identify trivia and casual inquiries.
That's a shame! Maybe cld meet for few hrs tomo?,ham,Suggesting a meeting with a friend.,4,Correct category based on clear explanation.,Encourage meeting suggestions.
Lol I would but despite these cramps I like being a girl.,ham,Casual personal comment.,4,Correct category based on clear explanation.,Recognize personal expressions.
I can’t wait for cornwall. Hope tonight isn’t too bad as well but it’s rock night shite. Anyway i’m going for a kip now have a good night. Speak to you soon.,ham,Personal message about plans and well-wishes.,4,Correct category based on clear explanation.,Emphasize personal plans and well-wishes.
Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks,ham,Request for assistance with a personal matter.,4,Correct category based on clear explanation.,Clarify requests for help.
Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's,spam,Promotional message for a mobile offer.,4,Correct category based on clear explanation.,Identify promotional content clearly.
"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ...",ham,Personal message expressing need and inquiry.,4,Correct category based on clear explanation.,Highlight personal needs and inquiries.
I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?,ham,Scheduling a meeting with a friend.,4,Correct category based on clear explanation.,Encourage scheduling discussions.
Ü comin to fetch us oredi...,ham,Casual inquiry about plans.,4,Correct category based on clear explanation.,Recognize casual inquiries.
What's nannys address?,ham,Request for information.,4,Correct category based on clear explanation.,Clarify information requests.
"URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",spam,Urgent promotional message for a holiday offer.,4,Correct category based on clear explanation.,Identify urgency in promotional messages.
Haf u eaten? Wat time u wan me 2 come?,ham,Casual inquiry about meal and visit.,4,Correct category based on clear explanation.,Encourage casual meal inquiries.
Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,spam,Promotional message for a phone offer.,4,Correct category based on clear explanation.,Identify promotional offers clearly.
"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order",ham,Request for a call regarding a friend's inquiry.,4,Correct category based on clear explanation.,Highlight requests for calls.
This single single answers are we fighting? Plus i said am broke and you didnt reply,ham,Personal message discussing a conflict.,4,Correct category based on clear explanation.,Recognize conflict discussions.
It certainly puts things into perspective when something like this happens,ham,Reflective statement on a situation.,4,Correct category based on clear explanation.,Encourage reflective statements.
Now got tv 2 watch meh? U no work today?,ham,Casual conversation about plans.,4,Correct category based on clear explanation.,Identify casual conversations.
i felt so...not any conveying reason.. Ese he... What about me?,ham,Personal expression of feelings.,4,Correct category based on clear explanation.,Highlight emotional expressions.
Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,spam,Promotional message for a mobile upgrade.,4,Correct category based on clear explanation.,Identify mobile upgrade promotions.
How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.,ham,Friendly inquiry about plans.,4,Correct category based on clear explanation.,Encourage friendly inquiries.
I told that am coming on wednesday.,ham,Informing about a planned visit.,4,Correct category based on clear explanation.,Highlight planned visits.
"Its ok, called mom instead have fun",ham,Casual message about changing plans.,4,Correct category based on clear explanation.,Recognize changes in plans.
"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.",spam,Promotional message for a voucher offer.,4,Correct category based on clear explanation.,Identify voucher promotions.
Well if I'm that desperate I'll just call armand again,ham,Casual comment about making a call.,4,Correct category based on clear explanation.,Highlight casual comments.
Are you at work right now ?,ham,Casual inquiry about someone's status.,4,Correct category based on clear explanation.,Encourage status inquiries.
Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,spam,Promotional message for a phone prize.,4,Correct category based on clear explanation.,Identify prize promotions.
Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic,ham,Casual conversation about a friend.,4,Correct category based on clear explanation.,Ensure clarity in explanations for better classification.
"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!",ham,Personal message expressing love and anticipation.,4,Correct category based on clear explanation.,Ensure clarity in explanations for better classification.
Pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. Pls holla back,ham,Request for information about school fees.,4,Correct category based on clear explanation.,Ensure clarity in explanations for better classification.
"Sorry, I'll call later",ham,Simple message indicating a delay in communication.,4,Correct category based on clear explanation.,Ensure clarity in explanations for better classification.
Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.,ham,Discussion about dental health.,4,Correct category based on clear explanation.,Ensure clarity in explanations for better classification.
And pls pls drink plenty plenty water,ham,Advice on hydration.,4,Correct category based on clear explanation.,Ensure clarity in explanations for better classification.
How are you doing. How's the queen. Are you going for the royal wedding,ham,Friendly inquiry about well-being and events.,4,Correct category based on clear explanation.,Ensure clarity in explanations for better classification.
He's in lag. That's just the sad part but we keep in touch thanks to skype,ham,Update on a friend's situation.,4,Correct category based on clear explanation.,Ensure clarity in explanations for better classification.
Ok lor then we go tog lor...,ham,Casual agreement to meet.,4,Correct category based on clear explanation.,Ensure clarity in explanations for better classification.
Two teams waiting for some players,ham,Informal update about a game.,4,Correct category based on clear explanation.,Ensure clarity in explanations for better classification.
Can ü send me a copy of da report?,ham,Request for a document.,4,Correct category based on clear explanation.,Ensure clarity in explanations for better classification.
"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care.",ham,Casual message expressing care.,4,Correct category based on clear explanation.,Ensure clarity in explanations for better classification.
"Ok da, i already planned. I wil pick you.",ham,Confirmation of plans.,4,Correct category based on clear explanation.,Ensure clarity in explanations for better classification.
"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or £10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+",spam,Spam message promoting a holiday or cash prize.,4,Correct category based on clear explanation.,Ensure clarity in explanations for better classification.
"Sorry, I'll call later in meeting",ham,Message indicating a delay due to a meeting.,4,Correct category based on clear explanation.,Ensure clarity in explanations for better classification.
I just really need shit before tomorrow and I know you won't be awake before like 6,ham,Urgent request for help.,4,Correct category based on clear explanation.,Ensure clarity in explanations for better classification.
I'm good. Have you registered to vote?,ham,Casual check-in and civic inquiry.,4,Correct category based on clear explanation.,Ensure clarity in explanations for better classification.
"Hmm ok, i'll stay for like an hour cos my eye is really sore!",ham,Update about staying duration due to discomfort.,4,Correct category based on clear explanation.,Ensure clarity in explanations for better classification.
Dear got bus directly to calicut,ham,Informative message about travel.,4,Correct category based on clear explanation.,Ensure clarity in explanations for better classification.
Mm umma ask vava also to come tell him can play later together,ham,Casual message about playing together.,4,Correct category based on clear explanation.,Ensure clarity in explanations for better classification.
"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want",ham,Discussion about pricing.,4,Correct category based on clear explanation.,Ensure clarity in explanations for better classification.
"Sorry, I'll call later",ham,Simple message indicating a delay.,4,Correct category based on clear explanation.,Ensure clarity in explanations for better classification.
"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning",ham,Inspirational message wishing well.,4,Correct category based on clear explanation.,Ensure clarity in explanations for better classification.
&lt;#&gt;  w jetton ave if you forgot,ham,Reminder about a location.,4,Correct category based on clear explanation.,Ensure clarity in explanations for better classification.
Ok i'm coming home now.,ham,Update about returning home.,4,Correct category based on clear explanation.,Ensure clarity in explanations for better classification.
Can not use foreign stamps in this country.,ham,Informative message about postal regulations.,4,Correct category based on clear explanation.,Ensure clarity in explanations for better classification.
"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",spam,Spam message promoting a mobile offer.,4,Correct category based on clear explanation.,Ensure clarity in explanations for better classification.
"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy",ham,Update about a transaction.,4,Correct category based on clear explanation.,Ensure clarity in explanations for better classification.
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,spam,Spam message promoting a ringtone service.,4,Correct category based on clear explanation.,Ensure clarity in explanations for better classification.
"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",spam,Spam message promoting ringtone subscription.,4,Correct category based on clear explanation.,Ensure clarity in explanations for better classification.
"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost £1.50.",spam,Explicit content and promotional message.,4,Correct category based on clear explanation.,Include more context for better classification.
I will come tomorrow di,ham,Casual message about a visit.,4,Correct category based on clear explanation.,Provide more details for clarity.
Wylie update: my weed dealer carlos went to freedom and had a class with lunsford,ham,Informal update about a friend.,4,Correct category based on clear explanation.,Encourage clearer context in messages.
Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*,ham,Friendly and caring message.,4,Correct category based on clear explanation.,Request more emotional context for better classification.
C movie is juz last minute decision mah. Juz watch 2 lar but i tot ü not interested.,ham,Casual conversation about movie plans.,4,Correct category based on clear explanation.,Encourage clearer phrasing in casual messages.
How are you enjoying this semester? Take care brother.,ham,Friendly inquiry about well-being.,4,Correct category based on clear explanation.,Suggest more context for personal inquiries.
IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!,spam,Promotional message with a suspicious link.,4,Correct category based on clear explanation.,Highlight suspicious links in messages.
"Get the door, I'm here",ham,Simple message indicating arrival.,4,Correct category based on clear explanation.,Encourage more context in arrival messages.
"Lets use it next week, princess :)",ham,Casual and affectionate message.,4,Correct category based on clear explanation.,Request more context for affectionate messages.
Or i go home first lar ü wait 4 me lor.. I put down my stuff first..,ham,Casual message about plans.,4,Correct category based on clear explanation.,Encourage clearer phrasing in casual messages.
I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!,spam,Promotional message for a fast food deal.,4,Correct category based on clear explanation.,Highlight promotional content in messages.
No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:),ham,Casual conversation about a person.,4,Correct category based on clear explanation.,Encourage more context in personal conversations.
Oi when you gonna ring,ham,Casual inquiry about a phone call.,4,Correct category based on clear explanation.,Request more context for inquiries.
Missed call alert. These numbers called but left no message. 07008009200,spam,Automated alert about missed calls.,4,Correct category based on clear explanation.,Highlight automated messages in alerts.
I attended but nothing is there.,ham,Casual message about an event.,4,Correct category based on clear explanation.,Encourage more detail in event messages.
Ard 530 like dat lor. We juz meet in mrt station then ü dun haf to come out.,ham,Casual message about meeting plans.,4,Correct category based on clear explanation.,Encourage clearer phrasing in meeting plans.
No dear i was sleeping :-P,ham,Casual response about being asleep.,4,Correct category based on clear explanation.,Request more context for personal responses.
Er mw im filled tuth is aight,ham,Informal message about feeling.,4,Correct category based on clear explanation.,Encourage clearer expression of feelings.
Will be office around 4 pm. Now i am going hospital.,ham,Informative message about schedule.,4,Correct category based on clear explanation.,Request more context for schedule messages.
Actually i'm waiting for 2 weeks when they start putting ad.,ham,Casual message about waiting.,4,Correct category based on clear explanation.,Encourage clearer phrasing in waiting messages.
Anything lor if they all go then i go lor...,ham,Casual message about plans.,4,Correct category based on clear explanation.,Encourage clearer phrasing in casual messages.
U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?,ham,Casual invitation to watch a movie.,4,Correct category based on clear explanation.,Request more context for invitations.
"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.",spam,Warning about potential scam call.,4,Correct category based on clear explanation.,Highlight warnings in messages.
Yo you around? A friend of mine's lookin to pick up later tonight,ham,Casual inquiry about availability.,4,Correct category based on clear explanation.,Request more context for availability inquiries.
Stupid auto correct on my phone,ham,Casual comment about phone issue.,4,Correct category based on clear explanation.,Encourage clearer expression of issues.
Double eviction this week - Spiral and Michael and good riddance to them!,ham,Casual comment about a TV show.,4,Correct category based on clear explanation.,Request more context for TV show comments.
"The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!, Gud night....",ham,Philosophical message with a goodnight wish.,4,Correct category based on clear explanation.,Encourage clearer expression of thoughts.
"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday.",ham,Casual message about meeting location.,4,Correct category based on clear explanation.,Request more context for meeting locations.
Buy one egg for me da..please:),ham,Casual request.,4,Correct category based on clear explanation.,Encourage clearer phrasing in requests.
Have you started in skye,ham,Casual inquiry about a location.,4,Correct category based on clear explanation.,Request more context for location inquiries.
Have you bookedthe hut? And also your time off? How are you by the way?,ham,Casual inquiry about plans and well-being.,4,Correct category based on clear explanation.,Ensure clarity in casual inquiries.
And several to you sir.,ham,"Polite response, likely in a conversation.",4,Correct category based on clear explanation.,Encourage politeness in responses.
U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.,ham,Informal chat about sleeping habits.,4,Correct category based on clear explanation.,Promote informal communication styles.
I'm at home. Please call,ham,Simple message indicating availability.,4,Correct category based on clear explanation.,Encourage straightforward communication.
My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...,ham,Concerned message expressing care.,4,Correct category based on clear explanation.,Highlight expressions of care.
Now only i reached home. . . I am very tired now. . I will come tomorro,ham,Update on arrival and tiredness.,4,Correct category based on clear explanation.,Encourage updates on personal status.
FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP,spam,Typical spam message offering money.,4,Correct category based on clear explanation.,Identify common spam characteristics.
"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",spam,Promotional spam for a contest.,4,Correct category based on clear explanation.,Recognize promotional spam formats.
Life style garments account no please.,spam,"Request for account information, likely spam.",4,Correct category based on clear explanation.,Flag requests for personal information.
Lol wtf random. Btw is that your lunch break,ham,Casual conversation about lunch.,4,Correct category based on clear explanation.,Encourage casual conversation.
"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx",ham,Friendly message checking in on friends.,4,Correct category based on clear explanation.,Promote friendly check-ins.
"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe",ham,Warm message expressing care and request.,4,Correct category based on clear explanation.,Encourage warm messages.
Detroit. The home of snow. Enjoy it.,ham,Casual comment about a location.,4,Correct category based on clear explanation.,Foster casual comments.
Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!,spam,Promotional spam for a sports offer.,4,Correct category based on clear explanation.,Identify promotional spam.
Okie...,ham,"Short acknowledgment, part of a conversation.",4,Correct category based on clear explanation.,Encourage brief acknowledgments.
"Aight, I'm chillin in a friend's room so text me when you're on the way",ham,Casual message about current location.,4,Correct category based on clear explanation.,Promote casual location updates.
Is toshiba portege m100 gd?,ham,Inquiry about a product.,4,Correct category based on clear explanation.,Encourage product inquiries.
Well welp is sort of a semiobscure internet thing,ham,Casual comment about internet culture.,4,Correct category based on clear explanation.,Foster discussions on internet culture.
Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones,spam,Spam message promoting ringtones.,4,Correct category based on clear explanation.,Identify ringtone promotions as spam.
"accordingly. I repeat, just text the word ok on your mobile phone and send",spam,Instructional spam message.,4,Correct category based on clear explanation.,Flag instructional spam messages.
Loosu go to hospital. De dont let it careless.,ham,Concern for someone's health.,4,Correct category based on clear explanation.,Highlight health concerns.
How much for an eighth?,ham,"Inquiry about a price, likely informal.",4,Correct category based on clear explanation.,Encourage informal price inquiries.
Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/,ham,Personal concern about privacy.,4,Correct category based on clear explanation.,Promote discussions on privacy concerns.
"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must.",spam,Spam message asking for personal information.,4,Correct category based on clear explanation.,Flag requests for personal data.
Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...,ham,Casual message about waking up.,4,Correct category based on clear explanation.,Encourage casual updates.
"How about clothes, jewelry, and trips?",ham,Inquiry about personal interests.,4,Correct category based on clear explanation.,Promote inquiries about interests.
Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just £5 by replying GET BBDELUXE and take the challenge,spam,Promotional spam for a game.,4,Correct category based on clear explanation.,Identify game promotions as spam.
Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!,ham,Casual message expressing affection.,4,Correct category based on clear explanation.,Encourage affectionate messages.
important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,spam,Spam message with a fake offer.,4,Correct category based on clear explanation.,Flag fake offers as spam.
I am late. I will be there at,ham,Update about being late.,4,Correct category based on clear explanation.,Encourage updates on timing.
Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,ham,Personal story expressing sadness and loneliness.,4,Correct category based on clear explanation.,Ensure emotional context is captured in explanations.
Are you plans with your family set in stone ?,ham,Casual inquiry about family plans.,4,Correct category based on clear explanation.,Clarify intent in casual inquiries.
Pls dont forget to study,ham,Reminder about studying.,4,Correct category based on clear explanation.,Highlight reminders clearly in explanations.
You'll never believe this but i have actually got off at taunton. Wow,ham,Casual statement about travel.,4,Correct category based on clear explanation.,Emphasize casual tone in travel-related texts.
"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat...",ham,Frustration about scheduling and prices.,4,Correct category based on clear explanation.,Capture frustration in scheduling discussions.
She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy,ham,Discussion about someone's sarcastic remarks.,4,Correct category based on clear explanation.,Clarify sarcasm in discussions.
&lt;DECIMAL&gt; m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla,ham,Discussion about car purchasing options.,4,Correct category based on clear explanation.,Highlight purchasing options clearly.
The greatest test of courage on earth is to bear defeat without losing heart....gn tc,ham,Inspirational quote about courage.,4,Correct category based on clear explanation.,Identify inspirational content effectively.
SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630,ham,Expressing exhaustion after a late night.,4,Correct category based on clear explanation.,Capture expressions of exhaustion clearly.
Hey so whats the plan this sat?,ham,Casual inquiry about weekend plans.,4,Correct category based on clear explanation.,Clarify casual inquiries about plans.
Beauty sleep can help ur pimples too.,ham,Advice on skincare.,4,Correct category based on clear explanation.,Highlight advice clearly in skincare discussions.
Great. Hope you are using your connections from mode men also cos you can never know why old friends can lead you to today,ham,Encouragement regarding networking.,4,Correct category based on clear explanation.,Emphasize encouragement in networking discussions.
Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,spam,Friend request spam message.,4,Correct category based on clear explanation.,Identify spam characteristics clearly.
Where to get those?,ham,Inquiry about obtaining something.,4,Correct category based on clear explanation.,Clarify inquiries about obtaining items.
"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park.",ham,Sharing travel difficulties.,4,Correct category based on clear explanation.,Capture travel difficulties effectively.
Ball is moving a lot.will spin in last :)so very difficult to bat:),ham,Commentary on a sports game.,4,Correct category based on clear explanation.,Highlight sports commentary clearly.
Haiyoh... Maybe your hamster was jealous of million,ham,Light-hearted comment about a pet.,4,Correct category based on clear explanation.,Capture humor in pet discussions.
Can you please send me my aunty's number,ham,Request for contact information.,4,Correct category based on clear explanation.,Clarify requests for contact information.
I'm glad. You are following your dreams.,ham,Supportive statement about pursuing dreams.,4,Correct category based on clear explanation.,Highlight supportive statements effectively.
I've reached home finally...,ham,Update about arriving home.,4,Correct category based on clear explanation.,Capture updates about arrival clearly.
"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !",spam,Urgent spam message with a link.,4,Correct category based on clear explanation.,Identify urgency in spam messages.
WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,spam,Prize scam message.,4,Correct category based on clear explanation.,Highlight scam characteristics clearly.
"Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)",ham,Advice on handling relationships.,4,Correct category based on clear explanation.,Capture relationship advice effectively.
U can call now...,ham,Invitation to make a phone call.,4,Correct category based on clear explanation.,Clarify invitations to call.
"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend.",ham,Humorous warning about chocolate.,4,Correct category based on clear explanation.,Highlight humor in warnings.
Yes. I come to nyc for audiitions and am trying to relocate.,ham,Sharing plans about moving.,4,Correct category based on clear explanation.,Capture relocation plans clearly.
I pocked you up there before,ham,Casual mention of a past encounter.,4,Correct category based on clear explanation.,Clarify casual mentions of past encounters.
Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing,ham,Congratulatory message with personal reflection.,4,Correct category based on clear explanation.,Highlight personal reflections in congratulations.
I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-),ham,Emotional expression about relationships.,4,Correct category based on clear explanation.,Capture emotional expressions effectively.
Hey mr whats the name of that bill brison book the one about language and words,ham,Inquiry about a specific book.,4,Correct category based on clear explanation.,Clarify inquiries about specific items.
"Okay, good, no problem, and thanx!",ham,"Casual conversation, expressing agreement.",4,Correct category based on clear explanation.,Ensure clarity in casual conversations.
"For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less.",ham,"Personal communication, discussing a misunderstanding.",4,Correct category based on clear explanation.,Clarify misunderstandings in personal messages.
Call me when u're done...,ham,Simple request for a call.,4,Correct category based on clear explanation.,Be direct in requests.
G.W.R,ham,"Unclear context, but likely personal.",2,Undetected ambiguity in the text.,Provide more context in brief messages.
You best watch what you say cause I get drunk as a motherfucker,ham,Warning in a personal context.,4,Correct category based on clear explanation.,Use caution in personal warnings.
Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA,spam,"Billing notification, likely unsolicited.",4,Correct category based on clear explanation.,Identify unsolicited billing messages.
HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,spam,"Promotional message, typical of spam.",4,Correct category based on clear explanation.,Recognize typical spam promotions.
Please CALL 08712402578 immediately as there is an urgent message waiting for you,spam,"Urgent call to action, typical spam tactic.",4,Correct category based on clear explanation.,Spot urgent spam messages.
thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???,spam,"Promoting a service, potential spam.",4,Correct category based on clear explanation.,Identify promotional spam services.
"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",spam,"Lottery or prize scam, typical spam.",4,Correct category based on clear explanation.,Recognize lottery scams.
Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,ham,"Emotional message, personal sentiment.",4,Correct category based on clear explanation.,Express emotions clearly.
"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there.",ham,Casual inquiry about local information.,4,Correct category based on clear explanation.,Be clear in local inquiries.
Are there TA jobs available? Let me know please cos i really need to start working,ham,"Job inquiry, personal need.",4,Correct category based on clear explanation.,Clearly state job inquiries.
